#mip results PROTO15
#layer chip channel mpv empv widthmpv chi2ndf nentries
0 6 14 65.8894 2.48882 26.2935 0 1401
0 6 15 80.0201 1.76607 19.5373 0 1225
0 6 16 77.3558 2.06052 23.5364 0 1535
0 6 17 77.9873 1.96763 21.3975 0 1301
0 6 18 64.6831 18.6119 25.6935 0 1400
0 6 19 73.7144 1.78783 20.9075 0 1507
0 6 20 77.0967 2.19174 21.9728 0 1379
0 6 21 73.3361 1.74738 20.5218 0 1514
0 6 22 72.7079 1.97885 20.6016 0 1494
0 6 23 77.2028 2.21937 23.0809 0 1334
0 6 24 81.8492 1.88336 18.8571 0 1298
0 6 25 73.826 1.76418 18.902 0 1424
0 6 26 69.5904 1.85622 23.5436 0 1378
0 6 27 75.4501 2.25389 21.9083 0 1484
0 6 28 76.9394 1.9565 19.977 0 1275
0 6 29 79.0482 2.19921 22.4521 0 1348
0 6 30 73.3201 2.1842 20.6839 0 1396
0 6 31 56.7007 1.92774 25.4038 0 2144
0 6 32 80.4809 1.88443 19.6045 0 1245
0 6 33 75.6783 2.28272 25.6085 0 1268
0 6 34 74.789 1.82467 20.5501 0 1380
0 6 35 78.4375 2.07219 23.3336 0 1421
0 6 36 72.73 2.14709 22.1444 0 1381
0 6 37 72.9594 2.05045 22.6265 0 1504
0 6 38 77.2408 2.33922 22.8284 0 1445
0 6 39 72.6104 1.67005 19.7822 0 1315
0 6 40 75.9753 2.95926 29.5149 0 1462
0 6 41 77.88 2.12849 21.3916 0 1472
0 6 42 81.9952 2.44682 24.4728 0 1444
0 6 43 66.7545 1.59674 20.4284 0 1402
0 6 44 63.4379 3.12719 30.7641 0 1512
0 6 45 80.236 2.61503 25.4051 0 1425
0 6 46 70.6308 2.25008 24.0015 0 1701
0 6 47 44.5387 4.69544 28.3351 0 1979
0 6 48 79.9659 1.85724 20.0173 0 1267
0 6 49 76.1473 1.93429 20.2794 0 1264
0 6 50 69.7234 2.47239 22.0565 0 1610
0 6 51 74.5599 2.06863 21.4857 0 1463
0 6 52 77.7638 1.78095 17.8478 0 1352
0 6 53 74.1772 2.04186 22.1594 0 1224
0 6 54 80.3169 1.92768 21.605 0 1223
0 6 55 70.4718 1.8595 17.8824 0 1303
0 6 56 68.6777 1.90954 20.1212 0 1422
0 6 57 75.8898 2.03945 22.0008 0 1422
0 6 58 80.2512 2.11207 23.789 0 1269
0 6 59 78.1257 1.76276 19.4357 0 1234
0 6 60 71.9068 2.22054 20.9531 0 1321
0 6 61 67.7931 1.86111 18.6633 0 1637
0 6 62 73 1.91757 20.7724 0 1417
0 6 63 70.8934 1.90198 23.2704 0 1344
0 7 0 68.5133 1.7123 18.4591 0 1433
0 7 1 69.1581 1.69156 19.9807 0 1384
0 7 2 60.9738 1.59381 17.8323 0 1585
0 7 3 67.7063 1.68059 17.8498 0 1349
0 7 4 72.6224 1.7555 20.3216 0 1399
0 7 5 55.5589 1.50343 17.206 0 1614
0 7 6 68.1894 1.60217 19.2063 0 1433
0 7 7 64.253 1.52695 17.6238 0 1458
0 7 8 63.4099 1.65871 20.626 0 1363
0 7 9 71.2938 1.73283 21.1559 0 1440
0 7 10 67.7992 1.38788 14.4543 0 1410
0 7 11 60.1048 1.50353 19.836 0 1471
0 7 12 63.1089 1.86653 19.079 0 1463
0 7 13 61.2752 1.88346 19.0092 0 1589
0 7 14 63.6465 1.54066 20.5511 0 1485
0 7 15 58.56 1.59928 17.484 0 1574
0 7 16 58.7129 1.51075 20.91 0 1602
0 7 18 70.6606 1.59041 19.0562 0 1367
